1000005545,"1713,4855,4858","Thinking, Fast and Slow思考，快与慢 英文原版",19278920,https://item.jd.com/19278920.html,,每满100元，可减30元现金;每满199元，可减100元现金
0,"1713,4855,4858",The Road to Serfdom奴隶制之路 英文原版,19245202,https://item.jd.com/19245202.html,,每满100元，可减30元现金;每满199元，可减100元现金
1000001421,"737,13297,13117",西门子（SIEMENS）13套 原装进口 个性化面板嵌入式家用洗碗机 SN53E531TI,1240143,https://item.jd.com/1240143.html,;商品名称：西门子53E531;;商品编号：1240143;;商品毛重：38.0kg;;商品产地：德国;;特色推荐：三口之家;;开合方式：前开式;;洗碗方式：喷淋式;;总容积：11-12套碗;;产品类型：嵌入式;
1000005545,"1713,4855,4858",Good To Great从优秀到卓越 英文原版,19026079,https://item.jd.com/19026079.html,,每满100元，可减30元现金;每满199元，可减100元现金
0,"1713,4855,4858",Trump: The Art of the Deal,19634863,https://item.jd.com/19634863.html,,每满100元，可减30元现金;每满199元，可减100元现金
0,"1713,4855,4858",Procrastination: Why You Do It， What to Do About It 拖延心理学 英文原版,19174582,https://item.jd.com/19174582.html,,每满100元，可减30元现金;每满199元，可减100元现金
600114,"1713,4855,4858",华研原版 交易的艺术 英文原版 Trump The Art of the Deal 特朗普,23412884748,https://item.jd.com/23412884748.html,,"有效期2018-08-02至2018-09-05,满99减5;有效期2018-08-08至2018-10-10,满199减10"
1000001421,"737,13297,13117",西门子 SIEMENS 西班牙原装进口 变频5D喷淋 双重烘干嵌入式除菌家用洗碗机SC73M612TI（不锈钢色）,4421135,https://item.jd.com/4421135.html,;商品名称：西门子SC73M612TI;;商品编号：4421135;;商品毛重：33.0kg;;商品产地：西班牙;;产品类型：嵌入式;;用途：家用型;;开合方式：前开式;;洗碗方式：喷淋式;;总容积：8-10套碗;;特色推荐：三口之家;
1000001421,"737,13297,13117",西门子（SIEMENS）8套 原装进口 智能洗嵌入式家用洗碗机 SC76M540TI,1235963,https://item.jd.com/1235963.html,;商品名称：西门子76M540;;商品编号：1235963;;商品毛重：32.0kg;;商品产地：西班牙;;特色推荐：三口之家;;开合方式：前开式;;洗碗方式：喷淋式;;总容积：8-10套碗;;产品类型：嵌入式;
0,"1713,4855,4859",我的第一个图书馆套装 my first library 非常饥饿的毛毛虫 京东独家套装,130000067067,https://item.jd.com/130000067067.html,,每满100元，可减30元现金;每满199元，可减100元现金
1000001421,"737,13297,13117",西门子（SIEMENS）SK23E210TI 6套原装进口 新平台除菌台式洗碗机 （白色）,4720212,https://item.jd.com/4720212.html,;商品名称：西门子23E210;;商品编号：4720212;;商品毛重：23.56kg;;商品产地：西班牙;;产品类型：台式;;用途：家用型;;开合方式：前开式;;洗碗方式：喷淋式;;总容积：6-7套碗;;特色推荐：三口之家;
1000001783,"737,13297,13117",美的（Midea）美的范免安装家用台式除菌洗碗机 M1-香槟金,3939873,https://item.jd.com/3939873.html,;商品名称：美的M1-香槟金;;商品编号：3939873;;商品毛重：16.0kg;;商品产地：中国大陆;;产品类型：台式;;用途：家用型;;开合方式：前开式;;洗碗方式：喷淋式;;总容积：6套以下;;特色推荐：高温除菌，LED显示，预约定时，超快洗;
1000005545,"1713,4855,4857",Lean In: Women， Work， and the Will to Lead 向前一步 英文原版,19544985,https://item.jd.com/19544985.html,,每满100元，可减30元现金;每满199元，可减100元现金
1000003597,"737,13297,1301",康宝(Canbo)二星级 80系列高温小型 立式家用消毒柜/碗柜XDZ65-A25H（ZTP80A-25H）,664485,https://item.jd.com/664485.html,;商品名称：康宝XDZ65-A25H（ZTP80A-25H）;;商品编号：664485;;商品毛重：13.0kg;;商品产地：中国大陆;;特色推荐：母婴专用，上下分层，二星级，大容量;;用途：家用;;安装方式：立式;;消毒星级：二星级;;容积：80L及以下;;消毒方式：高温;
721586,"737,13297,13117",欧尼尔（OUNIER）PX-802 8套嵌入式洗碗机抽屉全自动浸没洗涤高温除菌消毒杀菌高温烘干刷碗机 黑色,26435100932,https://item.jd.com/26435100932.html,;商品名称：欧尼尔（OUNIER）PX-802 8套嵌入式洗碗机抽屉全自动浸没洗涤高温除菌消毒杀菌高温烘干刷碗机 黑色;;商品编号：26435100932;;店铺：;欧尼尔旗舰店;;商品毛重：35.0kg;;商品产地：中国大陆;;货号：PX-802;;产品类型：嵌入式;;用途：家用型;;开合方式：前开式;;洗碗方式：喷淋式;;总容积：8-10套碗;;特色推荐：高温除菌，烘干;,"有效期2018-07-31至2018-08-31,满2000减200;有效期2018-07-31至2018-08-31,满4000减500"
1000001783,"737,13297,13117",美的（Midea）8套 智能除菌洗净 台式嵌入式两用家用洗碗机 WQP8-3801-CN,2511669,https://item.jd.com/2511669.html,;商品名称：美的WQP8-3801-CN;;商品编号：2511669;;商品毛重：32.0kg;;商品产地：中国大陆;;产品类型：独立式;;用途：家用型;;开合方式：前开式;;洗碗方式：喷淋式;;总容积：8-10套碗;;特色推荐：高温除菌，大容量，预约定时;
783057,"737,1276,1291",奥佳华（OGAWA）按摩椅家用全身零重力太空舱全自动多功能电动按摩沙发适享椅OG-7106 白色,29267661536,https://item.jd.com/29267661536.html,;商品名称：奥佳华（OGAWA）按摩椅家用全身零重力太空舱全自动多功能电动按摩沙发适享椅OG-7106 白色;;商品编号：29267661536;;店铺：;奥佳华专卖店;;商品毛重：106.0kg;;商品产地：中国大陆;;货号：OG-7106;;导轨：SL导轨;;产品特点：定点按摩，智能监测，腰部热敷;;机芯：3D;;安装方式：一体免安装机;,每满8000元，可减300元现金
59168,"737,1276,1291",,25413554551,https://item.jd.com/25413554551.html,;商品名称：迪斯（Desleep）美国迪斯按摩椅家用全身太空舱电动按摩椅送老人零重力按摩椅DE-A10L 复古棕(京东七仓发货);;商品编号：25413554551;;店铺：;迪斯旗舰店;;商品毛重：85.0kg;;货号：DE-A10L;;导轨：SL导轨;;产品特点：定点按摩，头部按摩，足部按摩，手部按摩，蓝牙音响，臀部按摩;;机芯：4D;;安装方式：多体式安装机;,满2999元以折扣价在购物车换购热销商品，满3999元以折扣价在购物车换购热销商品，满4999元以折扣价在购物车换购热销商品
95966,"737,1276,1291",,25946495445,https://item.jd.com/25946495445.html,;商品名称：QTQ 按摩椅Q7零重力全身家用多功能全自动太空舱按摩沙发 深棕色;;商品编号：25946495445;;店铺：;QTQ旗舰店;;商品毛重：76.0kg;;商品产地：中国大陆;;导轨：无导轨;;产品特点：定点按摩，足部按摩，手部按摩，腰部热敷;;机芯：2D;;安装方式：一体免安装机;,满3000元减400元，满5000元减600元
707538,"737,1276,1291",,24783948181,https://item.jd.com/24783948181.html,;商品名称：尚铭电器（SminG） 按摩椅 SL导轨智能电动太空舱家用全身按摩椅SM-830L 棕色+香槟色;;商品编号：24783948181;;店铺：;尚铭专卖店;;商品毛重：99.0kg;;商品产地：中国大陆;;导轨：SL导轨;;产品特点：蓝牙音响，智能操控，腰部热敷;;机芯：3D;;安装方式：一体免安装机;,满6500元减600元，满6900元减1000元
